station,date_time_pdt,survey_year,survey_month,taxon_original,taxon_current,genus,species,kingdom,phylum,class,algal_group,organisms_per_ml,cells_per_ml,biovolume_cubic_micron_per_ml,gald,phyto_form,quality_check,debris
DI_SAV_2,2017-09-27 13:28:00,2017,10,Cyclotella sp.,None,Cyclotella,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,112.6,112.6,16219.7,6.1,i,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,Melosira varians,None,Melosira,varians,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,225.2,225.2,32439.5,29.6,c,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,cf. Navicula sp.,None,Navicula,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,225.2,225.2,32439.5,13,i,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,4391.7,4391.7,632569.7,2.8,i,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,cf. Cryptomonas sp.,None,Cryptomonas,sp.,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,112.6,112.6,16219.7,13,i,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,337.8,337.8,48659.2,9.3000000000000007,i,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1463.9,1463.9,210856.6,7.4,i,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,43128.7,86482.5,12456756.7,0.65,c,good,low
DI_SAV_2,2017-09-27 13:28:00,2017,10,cf. Rhoicosphenia sp.,None,Rhoicosphenia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,112.6,112.6,16219.7,9.3000000000000007,i,good,low
FI_WAT_1,2017-09-28 12:27:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,24.1,i,good,moderate
FI_WAT_1,2017-09-28 12:27:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,4598.1,4598.1,662305.9,2.8,i,good,moderate
FI_WAT_1,2017-09-28 12:27:00,2017,10,Desmodesmus sp.,None,Desmodesmus,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,93.8,187.7,27032.9,5.6,c,good,moderate
FI_WAT_1,2017-09-28 12:27:00,2017,10,cf. Ochromonas sp.,None,Ochromonas,sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,375.4,375.4,54065.8,9.3000000000000007,i,good,moderate
FI_WAT_1,2017-09-28 12:27:00,2017,10,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,281.5,281.5,40549.3,8,i,good,moderate
FI_WAT_1,2017-09-28 12:27:00,2017,10,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1407.6,1407.6,202746.7,6.5,i,good,moderate
FI_WAT_1,2017-09-28 12:27:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,38192.7,77042.3,11097002.2,0.65,c,good,moderate
FI_SAV_1,2017-09-28 13:00:00,2017,10,Achnanthidium minutissimum,None,Achnanthidium,minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,93.8,93.8,13516.4,8.3000000000000007,i,good,moderate
FI_SAV_1,2017-09-28 13:00:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,469.2,469.2,67582.2,20.399999999999999,i,good,moderate
FI_SAV_1,2017-09-28 13:00:00,2017,10,Chlamydomonas sp.,None,Chlamydomonas,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,93.8,93.8,13516.4,5.6,i,good,moderate
FI_SAV_1,2017-09-28 13:00:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,3753.6,3753.6,540657.8,3.7,i,good,moderate
FI_SAV_1,2017-09-28 13:00:00,2017,10,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,844.6,844.6,121648,9.3000000000000007,i,good,moderate
FI_SAV_1,2017-09-28 13:00:00,2017,10,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1689.1,1689.1,243296,6.5,i,good,moderate
FI_SAV_1,2017-09-28 13:00:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,31905.4,64467.8,9285798.4,0.65,c,good,moderate
LH_WAT_1,2017-09-28 13:35:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,375.4,375.4,54065.8,17.600000000000001,i,good,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,Cocconeis sp.,None,Cocconeis,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,12,i,fragmented,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,Navicula sp.,None,Navicula,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,14.8,i,fragmented,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,Nitzschia sp.,None,Nitzschia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,16.7,i,good,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,cf. Ulnaria sp.,None,Ulnaria,sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,187.7,187.7,27032.9,9.3000000000000007,i,fragmented,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,6568.8,6568.8,946151.2,1.9,i,good,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,cf. Oocystis sp.,None,Oocystis,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,187.7,187.7,27032.9,5.6,i,good,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,187.7,187.7,27032.9,9.3000000000000007,i,good,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,3190.5,3190.5,459559.2,6.5,i,good,low
LH_WAT_1,2017-09-28 13:35:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,66626.1,135504.3,19517748.1,0.65,c,good,low
LH_SAV_1,2017-09-28 14:07:00,2017,10,Achnanthidium minutissimum,None,Achnanthidium,minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,375.4,375.4,54065.8,9.8000000000000007,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,16.7,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Cocconeis sp.,None,Cocconeis,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,17.600000000000001,i,fragmented,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Craticula sp.,None,Craticula,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,18.5,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Cyclotella sp.,None,Cyclotella,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,187.7,187.7,27032.9,7.4,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Gyrosigma acuminatum,None,Gyrosigma,acuminatum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,92.6,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Nitzschia sp.,None,Nitzschia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,14.8,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Nitzschia sp.,None,Nitzschia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,16.7,i,fragmented,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,cf. Ulnaria sp.,None,Ulnaria,sp.,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,187.7,187.7,27032.9,7.4,i,fragmented,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,5067.3,5067.3,729888.1,2.8,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Oedogonium sp.,None,Oedogonium,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,187.7,750.7,108131.6,72.2,f,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,cf. Oocystis sp.,None,Oocystis,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,375.4,375.4,54065.8,5.6,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,cf. Plagioselmis prolonga,cf. Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1126.1,1126.1,162197.4,6.1,i,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,74320.9,150894,21734445.2,0.65,c,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Merismopedia tenuissima,None,Merismopedia,tenuissima,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,187.7,750.7,108131.6,0.6,c,good,moderate
LH_SAV_1,2017-09-28 14:07:00,2017,10,Achnanthidium catenatum,None,Achnanthidium,catenatum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,187.7,187.7,27032.9,13.9,i,good,moderate
LH_WAT_2,2017-09-28 14:52:00,2017,10,Aulacoseira alpigena,None,Aulacoseira,alpigena,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,128.7,128.7,18536.8,6.1,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,257.4,257.4,37073.7,11.7,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,Cyclotella sp.,None,Cyclotella,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,128.7,128.7,18536.8,5,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,5405.2,5405.2,778547.3,3.1,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,cf. Oocystis sp.,None,Oocystis,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,128.7,128.7,18536.8,4.5999999999999996,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,cf. Ochromonas sp.,None,Ochromonas,sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,128.7,128.7,18536.8,3.7,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,128.7,128.7,18536.8,10.199999999999999,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,cf. Plagioselmis prolonga,cf. Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,514.8,514.8,74147.4,5.6,i,good,low
LH_WAT_2,2017-09-28 14:52:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,44656.9,91501.6,13179693.4,0.65,c,good,low
LH_SAV_2,2017-09-28 15:10:00,2017,10,Achnanthidium minutissimum,None,Achnanthidium,minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,112.6,112.6,16219.7,11.1,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,675.6,675.6,97318.4,14.8,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Gomphonema olivaceum,None,Gomphonema,olivaceum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,112.6,112.6,16219.7,12,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Nitzschia palea,None,Nitzschia,palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,112.6,112.6,16219.7,36.1,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,cf. Chlamydomonas sp.,None,Chlamydomonas,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,112.6,112.6,16219.7,7.4,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,4391.7,4391.7,632569.7,3.7,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,cf. Oocystis sp.,None,Oocystis,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,337.8,337.8,48659.2,4.3,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,563,563,81098.7,9.3000000000000007,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1013.5,1013.5,145977.6,5.6,i,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,42790.8,86595.1,12472976.4,0.65,c,good,moderate
LH_SAV_2,2017-09-28 15:10:00,2017,10,Planktolyngbya sp.,None,Planktolyngbya,sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,112.6,2026.9,291955.2,0.9,f,good,moderate
FI_WAT_2,2017-09-28 15:45:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,100.1,100.1,14417.5,15.4,i,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,Craticula sp.,None,Craticula,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,100.1,100.1,14417.5,25.9,i,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,Cyclotella meneghiniana,None,Cyclotella,meneghiniana,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,100.1,100.1,14417.5,14.8,i,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,Cyclotella sp.,None,Cyclotella,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,100.1,100.1,14417.5,11.7,i,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,Encyonema cf. silesiacum,None,Encyonema,silesiacum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,100.1,100.1,14417.5,14.8,i,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,5004.8,5004.8,720877.1,3.7,i,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,900.9,900.9,129757.9,7.4,i,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,36735.1,73570.2,10596893.7,0.65,c,good,low
FI_WAT_2,2017-09-28 15:45:00,2017,10,cf. Westella botryoides,None,Westella,botryoides,Plantae,Chlorophyta,Chlorophyceae,Green Algae,100.1,400.4,57670.2,2.8,c,good,low
FI_SAV_2,2017-09-28 16:07:00,2017,10,Achnanthidium minutissimum,None,Achnanthidium,minutissimum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,720.7,720.7,103806.3,11.1,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,1801.7,1801.7,259515.8,16.7,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Ulnaria ulna,None,Ulnaria,ulna,Chromista,Ochrophyta,Fragilariophyceae,Pennate Diatoms,180.2,180.2,25951.6,218.5,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,6125.8,6125.8,882353.6,2.4,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Oedogonium sp.,None,Oedogonium,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,180.2,900.9,129757.9,59.3,f,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,cf. Ochromonas sp.,None,Ochromonas,sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,360.3,360.3,51903.2,7.4,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Cryptomonas erosa,None,Cryptomonas,erosa,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,360.3,360.3,51903.2,14.8,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1981.9,1981.9,285467.3,11.1,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1621.5,1621.5,233564.2,5.6,i,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,60898.1,122516.9,17647072,0.65,c,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Planktolyngbya sp.,None,Planktolyngbya,sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,180.2,2522.4,363322.1,1.3,f,good,moderate
FI_SAV_2,2017-09-28 16:07:00,2017,10,Gomphonema augur,None,Gomphonema,augur,Chromista,Bacillariophyta,Bacillariophyceae,Pennate Diatoms,180.2,180.2,25951.6,13,i,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Aulacoseira sp.,None,Aulacoseira,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,112.6,112.6,16219.7,13.5,i,fragmented,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Cyclotella sp.,None,Cyclotella,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,225.2,225.2,32439.5,11.1,i,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Nitzschia sp.,None,Nitzschia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,112.6,112.6,16219.7,16.100000000000001,i,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Nitzschia sp.,None,Nitzschia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,112.6,112.6,16219.7,18.5,i,fragmented,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,4504.3,4504.3,648789.4,2.8,i,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,cf. Ochromonas sp.,None,Ochromonas,sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,900.9,900.9,129757.9,6.1,i,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,112.6,112.6,16219.7,10.199999999999999,i,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,2815.2,2815.2,405493.4,7.4,i,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,41890,84680.8,12197240.9,0.65,c,good,moderate
LH_WAT_2,2017-10-30 13:08:00,2017,11,cf. Westella botryoides,None,Westella,botryoides,Plantae,Chlorophyta,Chlorophyceae,Green Algae,112.6,450.4,64878.9,4.3,c,good,moderate
LH_SAV_2,2017-10-30 13:21:00,2017,11,Nitzschia palea,None,Nitzschia,palea,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,80.4,80.4,11585.5,20.399999999999999,i,good,moderate
LH_SAV_2,2017-10-30 13:21:00,2017,11,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,4423.9,4423.9,637203.9,2.8,i,good,moderate
LH_SAV_2,2017-10-30 13:21:00,2017,11,cf. Ochromonas sp.,None,Ochromonas,sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,402.2,402.2,57927.6,7.4,i,good,moderate
LH_SAV_2,2017-10-30 13:21:00,2017,11,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,241.3,241.3,34756.6,8.6999999999999993,i,good,moderate
LH_SAV_2,2017-10-30 13:21:00,2017,11,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1850,1850,266467.1,5.6,i,good,moderate
LH_SAV_2,2017-10-30 13:21:00,2017,11,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,29197.5,58636.3,8445847.9,0.65,c,good,moderate
LH_SAV_2,2017-10-30 13:21:00,2017,11,cf. Pseudanabaena sp.,None,Pseudanabaena,sp.,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,80.4,241.3,34756.6,4.5999999999999996,f,good,moderate
LH_WAT_1,2017-10-30 13:48:00,2017,11,Cocconeis sp.,None,Cocconeis,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,150.1,150.1,21626.3,13,i,fragmented,low
LH_WAT_1,2017-10-30 13:48:00,2017,11,Cyclotella sp.,None,Cyclotella,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,600.6,600.6,86505.3,4.3,i,good,low
LH_WAT_1,2017-10-30 13:48:00,2017,11,Nitzschia sp.,None,Nitzschia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,150.1,150.1,21626.3,13,i,good,low
LH_WAT_1,2017-10-30 13:48:00,2017,11,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,4654.4,4654.4,670415.7,2.4,i,good,low
LH_WAT_1,2017-10-30 13:48:00,2017,11,cf. Ochromonas sp.,None,Ochromonas,sp.,Chromista,Ochrophyta,Chrysophyceae,Chrysophytes,900.9,900.9,129757.9,5.6,i,good,low
LH_WAT_1,2017-10-30 13:48:00,2017,11,Plagioselmis nannoplanctica,None,Plagioselmis,nannoplanctica,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,300.3,300.3,43252.6,10.5,i,good,low
LH_WAT_1,2017-10-30 13:48:00,2017,11,Plagioselmis prolonga,Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1201.1,1201.1,173010.5,6.1,i,good,low
LH_WAT_1,2017-10-30 13:48:00,2017,11,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,53150.7,109004,15700703.7,0.65,c,good,low
LH_SAV_1,2017-10-30 14:32:00,2017,11,Encyonema silesiacum,None,Encyonema,silesiacum,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,150.1,150.1,21626.3,19.399999999999999,i,good,low
LH_SAV_1,2017-10-30 14:32:00,2017,11,Nitzschia sp.,None,Nitzschia,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,150.1,150.1,21626.3,14.8,i,good,low
LH_SAV_1,2017-10-30 14:32:00,2017,11,cf. Chlamydomonas sp.,None,Chlamydomonas,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,300.3,300.3,43252.6,5.6,i,good,low
LH_SAV_1,2017-10-30 14:32:00,2017,11,Chlorella sp.,None,Chlorella,sp.,Plantae,Chlorophyta,Chlorophyceae,Green Algae,4204,4204,605536.8,2.8,i,good,low
LH_SAV_1,2017-10-30 14:32:00,2017,11,cf. Plagioselmis prolonga,cf. Teleaulax amphioxeia,Plagioselmis,prolonga,Chromista,Cryptophyta,Cryptophyceae,Cryptophytes,1801.7,1801.7,259515.8,5.6,i,good,low
LH_SAV_1,2017-10-30 14:32:00,2017,11,Chroococcus microscopicus,Eucapsis microscopica,Chroococcus,microscopicus,Bacteria,Cyanobacteria,Cyanophyceae,Cyanobacteria,57504.9,117111.7,16868524.7,0.65,c,good,low
FI_WAT_1,2017-10-30 15:02:00,2017,11,Amphora sp.,None,Amphora,sp.,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,93.8,93.8,13516.4,25.9,i,good,moderate
FI_WAT_1,2017-10-30 15:02:00,2017,11,Aulacoseira sp.,None,Aulacoseira,sp.,Chromista,Ochrophyta,Coscinodiscophyceae,Centric Diatoms,187.7,187.7,27032.9,6.1,i,fragmented,moderate
FI_WAT_1,2017-10-30 15:02:00,2017,11,Cocconeis placentula,None,Cocconeis,placentula,Chromista,Ochrophyta,Bacillariophyceae,Pennate Diatoms,93.8,93.8,13516.4,14.8,i,good,moderate
