date,time,site,taxon,genus,density,type,volume_avg
11/30/2017,13:20,LH_WAT_1,Chroococcus microscopicus,Chroococcus,33231.708,c,0.17
11/30/2017,13:20,LH_WAT_1,Chroococcus minutus,Chroococcus,100.095506,c,50.96
10/30/2017,16:00,FI_WAT_2,Cocconeis placentula,Cocconeis,75.07162952,i,470.42
10/30/2017,16:00,FI_WAT_2,Cocconeis sp.,Cocconeis,150.143259,i,61.84
10/30/2017,16:00,FI_WAT_2,Chlorella sp.,Chlorella,3528.366587,i,11.49
10/30/2017,16:00,FI_WAT_2,Cryptomonas erosa,Cryptomonas,375.3581476,i,629.48
10/30/2017,16:00,FI_WAT_2,Plagioselmis prolonga,Plagioselmis,675.6446657,i,159.13
10/30/2017,16:00,FI_WAT_2,Rhodomonas lacustris,Rhodomonas,75.07162952,i,516.65
10/30/2017,16:00,FI_WAT_2,Chroococcus microscopicus,Chroococcus,25224.06752,c,0.17
10/30/2017,15:28,FI_SAV_1,Nitzschia palea,Nitzschia,80.43388877,i,116.99
10/30/2017,15:28,FI_SAV_1,Nitzschia sp.,Nitzschia,80.43388877,i,67.34
10/30/2017,15:28,FI_SAV_1,Nitzschia sp.,Nitzschia,80.43388877,i,172.49
10/30/2017,15:28,FI_SAV_1,Chlorella sp.,Chlorella,3539.091106,i,7.24
10/30/2017,15:28,FI_SAV_1,Drepanochloris nannoselene,Drepanochloris,160.8677775,i,1.30
10/30/2017,15:28,FI_SAV_1,Plagioselmis nannoplanctica,Plagioselmis,402.1694439,i,567.71
10/30/2017,15:28,FI_SAV_1,Plagioselmis prolonga,Plagioselmis,2252.148886,i,112.82
10/30/2017,15:28,FI_SAV_1,Chroococcus microscopicus,Chroococcus,28554.03051,c,0.17
11/28/2017,12:30,DI_SAV_1,Cocconeis sp.,Cocconeis,128.694222,i,245.15
11/28/2017,12:30,DI_SAV_1,Cyclotella spp.,Cyclotella,386.0826661,i,91.13
11/28/2017,12:30,DI_SAV_1,Nitzschia sp.,Nitzschia,128.694222,i,57.50
11/28/2017,12:30,DI_SAV_1,cf. Ulnaria sp.,Ulnaria,386.0826661,i,663.96
11/28/2017,12:30,DI_SAV_1,Chlorella sp.,Chlorella,5147.768881,i,11.49
11/28/2017,12:30,DI_SAV_1,Plagioselmis nannoplanctica,Plagioselmis,257.3884441,i,684.50
11/28/2017,12:30,DI_SAV_1,Plagioselmis prolonga,Plagioselmis,514.7768881,i,95.47
11/28/2017,12:30,DI_SAV_1,Chroococcus microscopicus,Chroococcus,50319.44082,c,0.17
11/28/2017,12:03,DI_WAT_1,cf. Bacillaria sp.,Bacillaria,180.1719109,i,346.02
11/28/2017,12:03,DI_WAT_1,Entomoneis cf. paludosa,Entomoneis,180.1719109,i,12721.53
11/28/2017,12:03,DI_WAT_1,Nitzschia sp.,Nitzschia,180.1719109,i,117.73
11/28/2017,12:03,DI_WAT_1,Planothidium sp.,Planothidium,180.1719109,i,180.64
11/28/2017,12:03,DI_WAT_1,Chlorella sp.,Chlorella,6486.188791,i,26.52
11/28/2017,12:03,DI_WAT_1,Drepanochloris nannoselene,Drepanochloris,180.1719109,i,2.54
11/28/2017,12:03,DI_WAT_1,Plagioselmis nannoplanctica,Plagioselmis,180.1719109,i,337.38
11/28/2017,12:03,DI_WAT_1,Plagioselmis prolonga,Plagioselmis,2162.06293,i,159.13
11/28/2017,12:03,DI_WAT_1,Rhodomonas lacustris,Rhodomonas,180.1719109,i,902.58
11/28/2017,12:03,DI_WAT_1,Chroococcus microscopicus,Chroococcus,66303.26319,c,0.17
11/28/2017,12:03,DI_WAT_1,cf. Cyanodictyon sp.,Cyanodictyon,180.1719109,c,0.11
11/28/2017,11:45,DI_WAT_2,Cyclotella sp.,Cyclotella,428.9807401,i,113.30
11/28/2017,11:45,DI_WAT_2,Nitzschia sp.,Nitzschia,214.4903701,i,110.33
11/28/2017,11:45,DI_WAT_2,cf. Ulnaria sp.,Ulnaria,214.4903701,i,298.91
11/28/2017,11:45,DI_WAT_2,Chlorella sp.,Chlorella,4289.807401,i,7.24
11/28/2017,11:45,DI_WAT_2,cf. Plagioselmis prolonga,Plagioselmis,857.9614802,i,76.35
11/28/2017,11:45,DI_WAT_2,Chroococcus microscopicus,Chroococcus,82364.3021,c,0.17
11/28/2017,11:25,DI_SAV_2,Aulacoseira sp. ,Aulacoseira,112.6074443,i,537.49
11/28/2017,11:25,DI_SAV_2,cf. Cyclotella sp.,Cyclotella,56.30372214,i,167.06
11/28/2017,11:25,DI_SAV_2,Nitzschia inconspicua,Nitzschia,56.30372214,i,94.46
11/28/2017,11:25,DI_SAV_2,Nitzschia palea,Nitzschia,56.30372214,i,82.89
11/28/2017,11:25,DI_SAV_2,Chlorella sp.,Chlorella,1970.630275,i,3.59
11/28/2017,11:25,DI_SAV_2,cf. Ochromonas spp.,Ochromonas,619.3409436,i,23.30
11/28/2017,11:25,DI_SAV_2,Cryptomonas ovata,Cryptomonas,112.6074443,i,1432.18
11/28/2017,11:25,DI_SAV_2,Plagioselmis prolonga,Plagioselmis,957.1632764,i,112.82
11/28/2017,11:25,DI_SAV_2,Chroococcus microscopicus,Chroococcus,19762.60647,c,0.17
11/28/2017,11:25,DI_SAV_2,Planktolyngbya sp.,Planktolyngbya,56.30372214,f,0.25
1/10/2018,11:45,DI_SAV_1,Chlamydomonas sp.,Chlamydomonas,150.143259,i,82.28
1/10/2018,11:45,DI_SAV_1,Chlorella sp.,Chlorella,3303.151699,i,11.49
1/10/2018,11:45,DI_SAV_1,Monoraphidium contortum,Monoraphidium,150.143259,i,95.00
1/10/2018,11:45,DI_SAV_1,Monoraphidium tortile,Monoraphidium,300.2865181,i,5.73
1/10/2018,11:45,DI_SAV_1,cf. Chrysochromulina sp.,Chrysochromulina,450.4297771,i,15.19
1/10/2018,11:45,DI_SAV_1,cf. Ochromonas sp.,Ochromonas,300.2865181,i,211.11
1/10/2018,11:45,DI_SAV_1,Plagioselmis prolonga,Plagioselmis,1051.002813,i,112.82
1/10/2018,11:45,DI_SAV_1,Chroococcus microscopicus,Chroococcus,62609.73902,c,0.17
1/10/2018,11:45,DI_SAV_1,cf. Microcystis sp.,Microcystis,150.143259,i,41.63
1/10/2018,12:20,DI_SAV_2,Achnanthidium minutissimum,Achnanthidium,90.08595543,i,75.67
1/10/2018,12:20,DI_SAV_2,Cocconeis placentula,Cocconeis,180.1719109,i,381.42
1/10/2018,12:20,DI_SAV_2,Skeletonema cf. potamos,Skeletonema,90.08595543,i,50.22
1/10/2018,12:20,DI_SAV_2,Chlorella sp.,Chlorella,2071.976975,i,26.52
1/10/2018,12:20,DI_SAV_2,cf. Ochromonas sp.,Ochromonas,540.5157326,i,91.95
1/10/2018,12:20,DI_SAV_2,Plagioselmis nannoplanctica,Plagioselmis,360.3438217,i,387.21
1/10/2018,12:20,DI_SAV_2,Plagioselmis prolonga,Plagioselmis,630.601688,i,76.35
1/10/2018,12:20,DI_SAV_2,Chroococcus microscopicus,Chroococcus,35403.78048,c,0.17
1/10/2018,11:06,DI_WAT_1,Achnanthidium minutissimum,Achnanthidium,300.2865181,i,67.53
1/10/2018,11:06,DI_WAT_1,Cocconeis placentula,Cocconeis,150.143259,i,645.45
1/10/2018,11:06,DI_WAT_1,Gomphonema parvulum,Gomphonema,150.143259,i,252.62
1/10/2018,11:06,DI_WAT_1,Nitzschia sp.,Nitzschia,300.2865181,i,57.50
1/10/2018,11:06,DI_WAT_1,Chlorella sp.,Chlorella,3603.438217,i,11.49
1/10/2018,11:06,DI_WAT_1,Monoraphidium contortum,Monoraphidium,150.143259,i,7.08
1/10/2018,11:06,DI_WAT_1,Monoraphidium minutum,Monoraphidium,150.143259,i,2.38
1/10/2018,11:06,DI_WAT_1,cf. Ochromonas spp.,Ochromonas,750.7162952,i,76.35
1/10/2018,11:06,DI_WAT_1,Plagioselmis prolonga,Plagioselmis,600.5730362,i,75.53
1/10/2018,11:06,DI_WAT_1,Chroococcus microscopicus,Chroococcus,59456.73058,c,0.17
1/10/2018,11:06,DI_WAT_1,cf. Microcystis sp.,Microcystis,300.2865181,i,91.95
1/10/2018,11:06,DI_WAT_1,cf. Planktolyngbya sp.,Planktolyngbya,150.143259,f,0.25
1/11/2018,13:00,FI_WAT_1,Cocconeis placentula,Cocconeis,112.6074443,i,143.55
1/11/2018,13:00,FI_WAT_1,cf. Craticula sp.,Craticula,112.6074443,i,60.21
1/11/2018,13:00,FI_WAT_1,Cyclotella sp.,Cyclotella,225.2148886,i,30.11
1/11/2018,13:00,FI_WAT_1,Nitzschia inconspicua,Nitzschia,112.6074443,i,40.36
1/11/2018,13:00,FI_WAT_1,Nitzschia sp.,Nitzschia,225.2148886,i,8.87
1/11/2018,13:00,FI_WAT_1,Nitzschia sp.,Nitzschia,225.2148886,i,89.36
1/11/2018,13:00,FI_WAT_1,cf. Chlamydomonas sp.,Chlamydomonas,112.6074443,i,60.75
1/11/2018,13:00,FI_WAT_1,Chlorella sp.,Chlorella,3941.26055,i,26.52
1/11/2018,13:00,FI_WAT_1,Monoraphidium tortile,Monoraphidium,112.6074443,i,6.66
1/11/2018,13:00,FI_WAT_1,Plagioselmis nannoplanctica,Plagioselmis,675.6446657,i,596.74
1/11/2018,13:00,FI_WAT_1,Plagioselmis prolonga,Plagioselmis,1351.289331,i,159.13
1/11/2018,13:00,FI_WAT_1,Chroococcus microscopicus,Chroococcus,56641.54447,c,0.17
1/11/2018,13:00,FI_WAT_1,cf. Pseudanabaena sp.,Pseudanabaena,112.6074443,f,0.54
1/11/2018,11:50,LH_SAV_1,Achnanthidium sp.,Achnanthidium,180.1719109,i,53.83
1/11/2018,11:50,LH_SAV_1,Cyclotella cf. meneghiniana,Cyclotella,180.1719109,i,2278.51
1/11/2018,11:50,LH_SAV_1,Cyclotella sp.,Cyclotella,360.3438217,i,40.66
1/11/2018,11:50,LH_SAV_1,Chlamydomonas sp.,Chlamydomonas,180.1719109,i,115.85
1/11/2018,11:50,LH_SAV_1,Chlorella sp.,Chlorella,3603.438217,i,11.49
1/11/2018,11:50,LH_SAV_1,Monoraphidium tortile,Monoraphidium,360.3438217,i,5.51
1/11/2018,11:50,LH_SAV_1,cf. Ochromonas sp.,Ochromonas,900.8595543,i,133.84
1/11/2018,11:50,LH_SAV_1,Plagioselmis nannoplanctica,Plagioselmis,540.5157326,i,797.03
1/11/2018,11:50,LH_SAV_1,Plagioselmis prolonga,Plagioselmis,1981.891019,i,196.04
1/11/2018,11:50,LH_SAV_1,Chroococcus microscopicus,Chroococcus,79635.9846,c,0.17
1/11/2018,11:50,LH_SAV_1,cf. Pseudanabaena sp.,Pseudanabaena,180.1719109,f,1.21
1/11/2018,12:30,LH_SAV_2,Achnanthidium minutissimum,Achnanthidium,112.6074443,i,49.08
1/11/2018,12:30,LH_SAV_2,Nitzschia cf. agnita,Nitzschia,112.6074443,i,153.33
1/11/2018,12:30,LH_SAV_2,Chlamydomonas sp.,Chlamydomonas,225.2148886,i,80.28
1/11/2018,12:30,LH_SAV_2,Chlorella sp.,Chlorella,3040.400996,i,11.49
1/11/2018,12:30,LH_SAV_2,Plagioselmis nannoplanctica,Plagioselmis,225.2148886,i,902.58
1/11/2018,12:30,LH_SAV_2,Plagioselmis prolonga,Plagioselmis,563.0372214,i,101.31
1/11/2018,12:30,LH_SAV_2,Chroococcus microscopicus,Chroococcus,56979.36681,c,0.17
1/11/2018,12:30,LH_SAV_2,cf. Pseudanabaena sp.,Pseudanabaena,225.2148886,f,1.97
1/11/2018,11:20,LH_WAT_1,Cyclotella sp.,Cyclotella,720.6876434,i,122.78
1/11/2018,11:20,LH_WAT_1,Nitzschia inconspicua,Nitzschia,180.1719109,i,20.50
1/11/2018,11:20,LH_WAT_1,Chlorella sp.,Chlorella,4324.12586,i,11.49
1/11/2018,11:20,LH_WAT_1,Desmodesmus sp.,Desmodesmus,180.1719109,c,26.68
1/11/2018,11:20,LH_WAT_1,Plagioselmis prolonga,Plagioselmis,1441.375287,i,119.85
1/11/2018,11:20,LH_WAT_1,Chroococcus microscopicus,Chroococcus,79455.81269,c,0.17
1/11/2018,11:20,LH_WAT_1,cf. Planktolyngbya sp.,Planktolyngbya,360.3438217,f,0.25
1/11/2018,11:20,LH_WAT_1,cf. Pseudanabaena sp.,Pseudanabaena,540.5157326,f,1.53
1/11/2018,12:15,LH_WAT_2,Nitzschia inconspicua,Nitzschia,180.1719109,i,59.00
1/11/2018,12:15,LH_WAT_2,Sellaphora sp.,Sellaphora,180.1719109,i,538.72
1/11/2018,12:15,LH_WAT_2,Chlorella sp.,Chlorella,6306.01688,i,7.24
1/11/2018,12:15,LH_WAT_2,Tetrastrum staurogeniaeforme,Tetrastrum,180.1719109,c,7.24
1/11/2018,12:15,LH_WAT_2,Plagioselmis prolonga,Plagioselmis,2162.06293,i,95.47
1/11/2018,12:15,LH_WAT_2,Chroococcus microscopicus,Chroococcus,80536.84415,c,0.17
1/10/2018,12:08,DI_WAT_2,Cyclotella sp.,Cyclotella,150.143259,i,108.13
1/10/2018,12:08,DI_WAT_2,Nitzschia sp.,Nitzschia,450.4297771,i,58.02
1/10/2018,12:08,DI_WAT_2,Chlorella sp.,Chlorella,3453.294958,i,7.24
1/10/2018,12:08,DI_WAT_2,Cryptomonas ovata,Cryptomonas,150.143259,i,2459.97
1/10/2018,12:08,DI_WAT_2,Plagioselmis nannoplanctica,Plagioselmis,150.143259,i,554.81
1/10/2018,12:08,DI_WAT_2,Plagioselmis prolonga,Plagioselmis,2402.292145,i,86.70
1/10/2018,12:08,DI_WAT_2,Chroococcus microscopicus,Chroococcus,62910.02554,c,0.17
1/11/2018,13:25,FI_SAV_1,Cyclotella sp.,Cyclotella,180.1719109,i,105.91
1/11/2018,13:25,FI_SAV_1,Nitzschia palea,Nitzschia,360.3438217,i,105.67
1/11/2018,13:25,FI_SAV_1,Chlorella sp.,Chlorella,5585.329236,i,11.49
1/11/2018,13:25,FI_SAV_1,Plagioselmis nannoplanctica,Plagioselmis,1081.031465,i,387.21
1/11/2018,13:25,FI_SAV_1,Plagioselmis prolonga,Plagioselmis,1261.203376,i,76.35
1/11/2018,13:25,FI_SAV_1,Chroococcus microscopicus,Chroococcus,84140.28237,c,0.17
1/11/2018,13:45,FI_SAV_2,Amphora sp.,Amphora,300.2865181,i,153.34
1/11/2018,13:45,FI_SAV_2,cf. Craticula sp.,Craticula,300.2865181,i,99.97
1/11/2018,13:45,FI_SAV_2,Cyclotella sp.,Cyclotella,600.5730362,i,34.85
1/11/2018,13:45,FI_SAV_2,Nitzschia inconspicua,Nitzschia,300.2865181,i,62.16
1/11/2018,13:45,FI_SAV_2,cf. Nitzschia sp.,Nitzschia,300.2865181,i,637.16
1/11/2018,13:45,FI_SAV_2,cf. Ulnaria sp.,Ulnaria,300.2865181,i,142.24
1/11/2018,13:45,FI_SAV_2,Chlorella sp.,Chlorella,11410.88769,i,7.24
1/11/2018,13:45,FI_SAV_2,cf. Cryptomonas sp.,Cryptomonas,300.2865181,i,555.49
1/11/2018,13:45,FI_SAV_2,Plagioselmis prolonga,Plagioselmis,1501.43259,i,159.13
1/11/2018,13:45,FI_SAV_2,Chroococcus microscopicus,Chroococcus,192483.6581,c,0.17
1/11/2018,14:00,FI_WAT_2,Cocconeis placentula,Cocconeis,450.4297771,i,532.26
1/11/2018,14:00,FI_WAT_2,Cyclotella sp.,Cyclotella,900.8595543,i,754.01
1/11/2018,14:00,FI_WAT_2,Nitzschia sp.,Nitzschia,450.4297771,i,85.99
1/11/2018,14:00,FI_WAT_2,Chlorella sp.,Chlorella,15765.0422,i,7.24
1/11/2018,14:00,FI_WAT_2,cf. Pedinomonas sp.,Pedinomonas,450.4297771,i,11.49
1/11/2018,14:00,FI_WAT_2,Plagioselmis prolonga,Plagioselmis,900.8595543,i,86.70
1/11/2018,14:00,FI_WAT_2,Chroococcus microscopicus,Chroococcus,241880.7903,c,0.17
2/6/2018,9:31,DI_SAV_1,Achnanthidium minutissimum,Achnanthidium,300.2865181,i,39.75
2/6/2018,9:31,DI_SAV_1,Cocconeis placentula,Cocconeis,450.4297771,i,299.27
2/6/2018,9:31,DI_SAV_1,cf. Craticula sp.,Craticula,150.143259,i,87.94
2/6/2018,9:31,DI_SAV_1,Nitzschia inconspicua,Nitzschia,150.143259,i,173.01
2/6/2018,9:31,DI_SAV_1,Chlamydomonas sp.,Chlamydomonas,600.5730362,i,54.36
2/6/2018,9:31,DI_SAV_1,Chlorella sp.,Chlorella,5555.300585,i,11.49
2/6/2018,9:31,DI_SAV_1,cf. Cryptomonas sp.,Cryptomonas,150.143259,i,424.35
2/6/2018,9:31,DI_SAV_1,Plagioselmis nannoplanctica,Plagioselmis,450.4297771,i,314.74
2/6/2018,9:31,DI_SAV_1,Plagioselmis prolonga,Plagioselmis,1801.719109,i,76.35
2/6/2018,9:31,DI_SAV_1,Chroococcus microscopicus,Chroococcus,60207.44688,c,0.17
2/6/2018,10:20,DI_SAV_2,Achnanthidium minutissimum,Achnanthidium,90.08595543,i,60.21
2/6/2018,10:20,DI_SAV_2,Cocconeis placentula,Cocconeis,450.4297771,i,238.70
2/6/2018,10:20,DI_SAV_2,cf. Cyclotella sp.,Cyclotella,90.08595543,i,91.13
2/6/2018,10:20,DI_SAV_2,Nitzschia sp.,Nitzschia,180.1719109,i,320.32
2/6/2018,10:20,DI_SAV_2,cf. Surirella sp.,Surirella,90.08595543,i,7679.24
2/6/2018,10:20,DI_SAV_2,Chlamydomonas sp.,Chlamydomonas,90.08595543,i,99.81
2/6/2018,10:20,DI_SAV_2,Chlorella sp.,Chlorella,2972.836529,i,41.63
2/6/2018,10:20,DI_SAV_2,cf. Chroomonas sp.,Chroomonas,180.1719109,i,119.46
2/6/2018,10:20,DI_SAV_2,Plagioselmis nannoplanctica,Plagioselmis,180.1719109,i,682.35
2/6/2018,10:20,DI_SAV_2,Plagioselmis prolonga,Plagioselmis,270.2578663,i,159.13
2/6/2018,10:20,DI_SAV_2,Chroococcus microscopicus,Chroococcus,34322.74902,c,0.17
2/6/2018,10:20,DI_SAV_2,cf. Planktolyngbya sp.,Planktolyngbya,90.08595543,f,1.53
2/6/2018,10:09,DI_WAT_2,Cocconeis placentula,Cocconeis,150.143259,i,256.74
2/6/2018,10:09,DI_WAT_2,Cyclotella meneghiniana,Cyclotella,150.143259,i,602.07
2/6/2018,10:09,DI_WAT_2,cf. Chlamydomonas sp.,Chlamydomonas,600.5730362,i,82.28
2/6/2018,10:09,DI_WAT_2,Chlorella sp.,Chlorella,4954.727548,i,7.24
2/6/2018,10:09,DI_WAT_2,Plagioselmis nannoplanctica,Plagioselmis,300.2865181,i,538.68
2/6/2018,10:09,DI_WAT_2,Plagioselmis prolonga,Plagioselmis,1201.146072,i,159.13
2/6/2018,10:09,DI_WAT_2,Chroococcus microscopicus,Chroococcus,58105.44125,c,0.17
2/6/2018,10:09,DI_WAT_2,Planktolyngbya sp.,Planktolyngbya,150.143259,f,1.21
2/6/2018,8:58,DI_WAT_1,Achnanthidium minutissimum,Achnanthidium,150.143259,i,70.79
2/6/2018,8:58,DI_WAT_1,Cyclotella sp.,Cyclotella,150.143259,i,2019.26
2/6/2018,8:58,DI_WAT_1,Chlorella sp.,Chlorella,3903.724735,i,26.52
2/6/2018,8:58,DI_WAT_1,Plagioselmis nannoplanctica,Plagioselmis,900.8595543,i,876.03
2/6/2018,8:58,DI_WAT_1,cf. Plagioselmis prolonga,Plagioselmis,750.7162952,i,167.73
2/6/2018,8:58,DI_WAT_1,Chroococcus microscopicus,Chroococcus,56003.43562,c,0.17
2/8/2018,11:16,LH_WAT_1,Achnanthidium minutissimum,Achnanthidium,150.143259,i,138.70
2/8/2018,11:16,LH_WAT_1,Cyclotella sp.,Cyclotella,150.143259,i,248.89
2/8/2018,11:16,LH_WAT_1,cf. Ulnaria sp.,Ulnaria,150.143259,i,331.98
2/8/2018,11:16,LH_WAT_1,Chlorella sp.,Chlorella,4804.584289,i,26.52
2/8/2018,11:16,LH_WAT_1,Desmodesmus sp.,Desmodesmus,150.143259,c,32.97
2/8/2018,11:16,LH_WAT_1,Plagioselmis nannoplanctica,Plagioselmis,300.2865181,i,454.87
2/8/2018,11:16,LH_WAT_1,Plagioselmis prolonga,Plagioselmis,1351.289331,i,159.13
2/8/2018,11:16,LH_WAT_1,Chroococcus microscopicus,Chroococcus,57655.01147,c,0.17
2/8/2018,12:51,LH_WAT_2,Achnanthidium minutissimum,Achnanthidium,128.694222,i,43.81
2/8/2018,12:51,LH_WAT_2,Cyclotella sp.,Cyclotella,257.3884441,i,108.13
2/8/2018,12:51,LH_WAT_2,Chlorella sp.,Chlorella,3989.520883,i,26.52
2/8/2018,12:51,LH_WAT_2,Drepanochloris nannoselene,Drepanochloris,128.694222,i,1.30
2/8/2018,12:51,LH_WAT_2,cf. Oocystis sp.,Oocystis,128.694222,c,12.97
2/8/2018,12:51,LH_WAT_2,cf. Chroomonas sp.,Chroomonas,257.3884441,i,314.74
2/8/2018,12:51,LH_WAT_2,cf. Cryptomonas sp.,Cryptomonas,643.4711102,i,533.85
2/8/2018,12:51,LH_WAT_2,Plagioselmis prolonga,Plagioselmis,1544.330664,i,119.46
2/8/2018,12:51,LH_WAT_2,Chroococcus microscopicus,Chroococcus,45815.14304,c,0.17
2/8/2018,11:40,LH_SAV_1,Nitzschia sp.,Nitzschia,128.694222,i,42.18
2/8/2018,11:40,LH_SAV_1,Chlorella sp.,Chlorella,4632.991993,i,41.63
2/8/2018,11:40,LH_SAV_1,Plagioselmis prolonga,Plagioselmis,1930.413331,i,159.13
2/8/2018,11:40,LH_SAV_1,Chroococcus microscopicus,Chroococcus,51220.30037,c,0.17
2/8/2018,11:40,LH_SAV_1,cf. Heteroleibleinia sp.,Heteroleibleinia,257.3884441,f,0.25
2/8/2018,12:28,LH_SAV_2,Cocconeis placentula,Cocconeis,112.6074443,i,460.48
2/8/2018,12:28,LH_SAV_2,Cyclotella sp.,Cyclotella,225.2148886,i,59.11
2/8/2018,12:28,LH_SAV_2,Nitzschia palea,Nitzschia,225.2148886,i,205.09
2/8/2018,12:28,LH_SAV_2,Nitzschia sp.,Nitzschia,112.6074443,i,107.39
2/8/2018,12:28,LH_SAV_2,Chlorella sp.,Chlorella,2702.578663,i,11.49
2/8/2018,12:28,LH_SAV_2,Plagioselmis nannoplanctica,Plagioselmis,337.8223328,i,684.50
2/8/2018,12:28,LH_SAV_2,Plagioselmis prolonga,Plagioselmis,2026.933997,i,159.13
2/8/2018,12:28,LH_SAV_2,Chroococcus microscopicus,Chroococcus,54276.78814,c,0.17
2/8/2018,13:23,FI_WAT_1,Achnanthidium catenatum,Achnanthidium,112.6074443,i,154.95
2/8/2018,13:23,FI_WAT_1,Cocconeis placentula,Cocconeis,112.6074443,i,447.23
2/8/2018,13:23,FI_WAT_1,Nitzschia dissipata,Nitzschia,112.6074443,i,134.16
2/8/2018,13:23,FI_WAT_1,Chlamydomonas sp.,Chlamydomonas,112.6074443,i,87.67
2/8/2018,13:23,FI_WAT_1,Chlorella sp.,Chlorella,2477.363774,i,26.52
2/8/2018,13:23,FI_WAT_1,cf. Ochromonas sp.,Ochromonas,112.6074443,i,76.35
2/8/2018,13:23,FI_WAT_1,Plagioselmis nannoplanctica,Plagioselmis,1576.50422,i,731.36
2/8/2018,13:23,FI_WAT_1,Plagioselmis prolonga,Plagioselmis,2364.75633,i,95.47
2/8/2018,13:23,FI_WAT_1,Chroococcus microscopicus,Chroococcus,39187.39061,c,0.17
2/8/2018,13:47,FI_SAV_1,Cyclotella sp.,Cyclotella,150.143259,i,61.49
2/8/2018,13:47,FI_SAV_1,Chlorella sp.,Chlorella,2852.721922,i,26.52
2/8/2018,13:47,FI_SAV_1,cf. Ochromonas sp.,Ochromonas,150.143259,i,91.95
2/8/2018,13:47,FI_SAV_1,Cryptomonas sp.,Cryptomonas,1201.146072,i,535.02
2/8/2018,13:47,FI_SAV_1,Plagioselmis nannoplanctica,Plagioselmis,300.2865181,i,283.36
2/8/2018,13:47,FI_SAV_1,Plagioselmis prolonga,Plagioselmis,600.5730362,i,95.47
2/8/2018,13:47,FI_SAV_1,Chroococcus microscopicus,Chroococcus,64411.45813,c,0.17
2/8/2018,14:11,FI_WAT_2,Cocconeis placentula,Cocconeis,90.08595543,i,331.28
2/8/2018,14:11,FI_WAT_2,Cocconeis placentula,Cocconeis,270.2578663,i,96.07
2/8/2018,14:11,FI_WAT_2,Nitzschia palea,Nitzschia,90.08595543,i,95.83
2/8/2018,14:11,FI_WAT_2,Chlamydomonas sp.,Chlamydomonas,90.08595543,i,101.76
2/8/2018,14:11,FI_WAT_2,Chlorella sp.,Chlorella,1441.375287,i,11.49
2/8/2018,14:11,FI_WAT_2,cf. Oocystis sp.,Oocystis,90.08595543,i,22.99
2/8/2018,14:11,FI_WAT_2,cf. Ochromonas sp.,Ochromonas,90.08595543,i,91.95
2/8/2018,14:11,FI_WAT_2,Plagioselmis prolonga,Plagioselmis,810.7735988,i,127.11
2/8/2018,14:11,FI_WAT_2,Chroococcus microscopicus,Chroococcus,36845.15577,c,0.17
2/8/2018,14:26,FI_SAV_2,Cocconeis placentula,Cocconeis,200.1910121,i,333.67
2/8/2018,14:26,FI_SAV_2,Cocconeis sp.,Cocconeis,100.095506,i,502.44
2/8/2018,14:26,FI_SAV_2,Chlamydomonas sp.,Chlamydomonas,100.095506,i,82.28
2/8/2018,14:26,FI_SAV_2,Chlorella sp.,Chlorella,2102.005627,i,7.24
2/8/2018,14:26,FI_SAV_2,cf. Oocystis sp.,Oocystis,400.3820241,c,16.89
2/8/2018,14:26,FI_SAV_2,Kephyrion sp.,Kephyrion,300.2865181,i,73.30
2/8/2018,14:26,FI_SAV_2,Cryptomonas sp.,Cryptomonas,100.095506,i,533.85
2/8/2018,14:26,FI_SAV_2,Plagioselmis nannoplanctica,Plagioselmis,100.095506,i,538.68
2/8/2018,14:26,FI_SAV_2,Plagioselmis prolonga,Plagioselmis,600.5730362,i,294.36
2/8/2018,14:26,FI_SAV_2,Chroococcus microscopicus,Chroococcus,36634.95521,c,0.17
