"sample","island","stratum","site","date_time","date","sample_month","category","taxon","genus","sp","stage","tot_vol_m3","indiv_per_ml","cloud","wind_wave","depth_m","temp_c","cond_uscm","do_mgl","ph","turb_ntu","chlor"
"DI-WAT-2","DI","WAT","2",2018-04-17 19:40:00,2018-04-17,4,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.41371669411541,0.00026439369311661,1,0,NA,15.1,134,9.02,7.62,9,0.47
"DI-WAT-2","DI","WAT","2",2018-04-17 19:40:00,2018-04-17,4,"CLADOCERA","Camptocercus","Camptocercus",NA,"not_spec",1.41371669411541,4.55851195028639e-06,1,0,NA,15.1,134,9.02,7.62,9,0.47
"DI-WAT-2","DI","WAT","2",2018-04-17 19:40:00,2018-04-17,4,"CLADOCERA","Ceriodaphnia","Ceriodaphnia",NA,"not_spec",1.41371669411541,2.73510717017183e-05,1,0,NA,15.1,134,9.02,7.62,9,0.47
"DI-WAT-2","DI","WAT","2",2018-04-17 19:40:00,2018-04-17,4,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,0.00011396279875716,1,0,NA,15.1,134,9.02,7.62,9,0.47
"DI-WAT-2","DI","WAT","2",2018-04-17 19:40:00,2018-04-17,4,"CLADOCERA","Daphnia","Daphnia",NA,"not_spec",1.41371669411541,2.27925597514319e-06,1,0,NA,15.1,134,9.02,7.62,9,0.47
"DI-WAT-2","DI","WAT","2",2018-04-17 19:40:00,2018-04-17,4,"CLADOCERA","Eurycercus","Eurycercus",NA,"not_spec",1.41371669411541,1.36755358508592e-05,1,0,NA,15.1,134,9.02,7.62,9,0.47
"DI-WAT-2","DI","WAT","2",2018-04-17 19:40:00,2018-04-17,4,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.41371669411541,5.9260655353723e-05,1,0,NA,15.1,134,9.02,7.62,9,0.47
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"CYCLOPOIDS","Eucyclops","Eucyclops",NA,"not_spec",1.41371669411541,7.78090832893711e-06,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"CALANOIDS","Acartiella sinensis","Acartiella","sinensis","not_spec",1.41371669411541,1.55618166578742e-05,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.41371669411541,0.000155618166578742,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"CLADOCERA","Camptocercus","Camptocercus",NA,"not_spec",1.41371669411541,7.78090832893711e-06,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,2.33427249868113e-05,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"CLADOCERA","Graptoleberis","Graptoleberis",NA,"not_spec",1.41371669411541,3.89045416446855e-05,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"CLADOCERA","Picripleuroxus","Picripleuroxus",NA,"not_spec",1.41371669411541,7.78090832893711e-06,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-05-07 10:50:00,2018-05-07,5,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.41371669411541,3.89045416446855e-05,1,1,3.11,17.9,180,9.19,7.84,4.03,1.08
"DI-WAT-2","DI","WAT","2",2018-06-05 10:15:00,2018-06-05,6,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.41371669411541,8.48826363156775e-06,1,5,3.41,20.7,185,8.53,7.81,4.94,0.87
"DI-WAT-2","DI","WAT","2",2018-06-05 10:15:00,2018-06-05,6,"CLADOCERA","Alona","Alona",NA,"not_spec",1.41371669411541,2.82942121052258e-06,1,5,3.41,20.7,185,8.53,7.81,4.94,0.87
"DI-WAT-2","DI","WAT","2",2018-06-05 10:15:00,2018-06-05,6,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.41371669411541,8.48826363156775e-06,1,5,3.41,20.7,185,8.53,7.81,4.94,0.87
"DI-WAT-2","DI","WAT","2",2018-06-05 10:15:00,2018-06-05,6,"CLADOCERA","Ceriodaphnia","Ceriodaphnia",NA,"not_spec",1.41371669411541,2.82942121052258e-06,1,5,3.41,20.7,185,8.53,7.81,4.94,0.87
"DI-WAT-2","DI","WAT","2",2018-06-05 10:15:00,2018-06-05,6,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,2.82942121052258e-06,1,5,3.41,20.7,185,8.53,7.81,4.94,0.87
"DI-WAT-2","DI","WAT","2",2018-06-05 10:15:00,2018-06-05,6,"CLADOCERA","Ilyocryptus","Ilyocryptus",NA,"not_spec",1.41371669411541,2.82942121052258e-06,1,5,3.41,20.7,185,8.53,7.81,4.94,0.87
"DI-WAT-2","DI","WAT","2",2018-06-05 10:15:00,2018-06-05,6,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.41371669411541,2.82942121052258e-05,1,5,3.41,20.7,185,8.53,7.81,4.94,0.87
"DI-WAT-2","DI","WAT","2",2018-07-09 15:55:00,2018-07-09,7,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.41371669411541,9.43140403507528e-06,1,3,3,22.87,185,9.5,8.22,6.6,1.01
"DI-WAT-2","DI","WAT","2",2018-07-09 15:55:00,2018-07-09,7,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.41371669411541,1.88628080701506e-05,1,3,3,22.87,185,9.5,8.22,6.6,1.01
"DI-WAT-2","DI","WAT","2",2018-07-09 15:55:00,2018-07-09,7,"CLADOCERA","Ceriodaphnia","Ceriodaphnia",NA,"not_spec",1.41371669411541,1.25752053801004e-05,1,3,3,22.87,185,9.5,8.22,6.6,1.01
"DI-WAT-2","DI","WAT","2",2018-07-09 15:55:00,2018-07-09,7,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,3.14380134502509e-06,1,3,3,22.87,185,9.5,8.22,6.6,1.01
"DI-WAT-2","DI","WAT","2",2018-08-08 17:50:00,2018-08-08,8,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.2016591899981,0.000856454704655733,3,1,3.6,22.6,296,9.87,8.34,6.56,1.09
"DI-WAT-2","DI","WAT","2",2018-08-08 17:50:00,2018-08-08,8,"CYCLOPOIDS","Microcyclops rubellus","Microcyclops","rubellus","not_spec",1.2016591899981,2.25382817014667e-05,3,1,3.6,22.6,296,9.87,8.34,6.56,1.09
"DI-WAT-2","DI","WAT","2",2018-08-08 17:50:00,2018-08-08,8,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.2016591899981,6.76148451044e-05,3,1,3.6,22.6,296,9.87,8.34,6.56,1.09
"DI-WAT-2","DI","WAT","2",2018-08-08 17:50:00,2018-08-08,8,"CLADOCERA","Camptocercus","Camptocercus",NA,"not_spec",1.2016591899981,2.25382817014667e-05,3,1,3.6,22.6,296,9.87,8.34,6.56,1.09
"DI-WAT-2","DI","WAT","2",2018-08-08 17:50:00,2018-08-08,8,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.2016591899981,0.000292997662119067,3,1,3.6,22.6,296,9.87,8.34,6.56,1.09
"DI-WAT-2","DI","WAT","2",2018-08-08 17:50:00,2018-08-08,8,"CLADOCERA","Sida","Sida",NA,"not_spec",1.2016591899981,2.25382817014667e-05,3,1,3.6,22.6,296,9.87,8.34,6.56,1.09
"DI-WAT-2","DI","WAT","2",2018-08-08 17:50:00,2018-08-08,8,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.2016591899981,2.25382817014667e-05,3,1,3.6,22.6,296,9.87,8.34,6.56,1.09
"DI-WAT-2","DI","WAT","2",2018-09-18 15:48:00,2018-09-18,9,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.41371669411541,0.000314065754368007,1,2,1.83,20.5,390,10.18,8.34,4.44,0.43
"DI-WAT-2","DI","WAT","2",2018-09-18 15:48:00,2018-09-18,9,"CYCLOPOIDS","Microcyclops rubellus","Microcyclops","rubellus","not_spec",1.41371669411541,1.74480974648893e-05,1,2,1.83,20.5,390,10.18,8.34,4.44,0.43
"DI-WAT-2","DI","WAT","2",2018-10-17 13:30:00,2018-10-17,10,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.34303085940964,0.00470577422381651,1,0,3.84,17.7,1350,9.11,7.72,10.44,0.82
"DI-WAT-2","DI","WAT","2",2018-10-17 13:30:00,2018-10-17,10,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.34303085940964,2.97833811633956e-05,1,0,3.84,17.7,1350,9.11,7.72,10.44,0.82
"DI-WAT-2","DI","WAT","2",2018-12-18 12:55:00,2018-12-18,12,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.30768794205675,0.00140094585342632,1,0,3.96,11.2,1812,9.79,7.53,6.64,0.37
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CYCLOPOIDS","Eucyclops","Eucyclops",NA,"not_spec",1.2016591899981,0.000509711909248554,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CYCLOPOIDS","Microcyclops rubellus","Microcyclops","rubellus","not_spec",1.2016591899981,0.000291263948142031,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Alona","Alona",NA,"not_spec",1.2016591899981,0.000655343883319569,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.2016591899981,0.00167476770181668,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Camptocercus","Camptocercus",NA,"not_spec",1.2016591899981,0.000218447961106523,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Ceriodaphnia","Ceriodaphnia",NA,"not_spec",1.2016591899981,0.000145631974071015,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.2016591899981,0.000509711909248554,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Eurycercus","Eurycercus",NA,"not_spec",1.2016591899981,0.000509711909248554,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Graptoleberis","Graptoleberis",NA,"not_spec",1.2016591899981,0.000436895922213046,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Pleuroxus","Pleuroxus",NA,"not_spec",1.2016591899981,0.00101942381849711,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Sida","Sida",NA,"not_spec",1.2016591899981,0.000291263948142031,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"CLADOCERA","Simocephalus","Simocephalus",NA,"not_spec",1.2016591899981,0.000436895922213046,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-05-07 11:45:00,2018-05-07,5,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.2016591899981,7.28159870355077e-05,1,3,1.83,18.32,207.1,9.49,7.89,4.71,1.87
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CYCLOPOIDS","Eucyclops pectinifer","Eucyclops","pectinifer","not_spec",1.41371669411541,9.54929658551372e-05,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CYCLOPOIDS","Macrocyclops albidus","Macrocyclops","albidus","not_spec",1.41371669411541,0.000190985931710274,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CYCLOPOIDS","Microcyclops rubellus","Microcyclops","rubellus","not_spec",1.41371669411541,0.000190985931710274,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CLADOCERA","Alona","Alona",NA,"not_spec",1.41371669411541,0.00171887338539247,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.41371669411541,0.004870141258612,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.41371669411541,9.54929658551372e-05,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CLADOCERA","Camptocercus","Camptocercus",NA,"not_spec",1.41371669411541,0.000286478897565412,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,0.00219633821466816,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"CLADOCERA","Graptoleberis","Graptoleberis",NA,"not_spec",1.41371669411541,9.54929658551372e-05,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-06-05 11:45:00,2018-06-05,6,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.41371669411541,0.000763943726841098,1,3,0.43,21.3,185,8.64,7.83,7,1.63
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.41371669411541,0.000116235682162009,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"CLADOCERA","Ceriodaphnia","Ceriodaphnia",NA,"not_spec",1.41371669411541,7.95296772687429e-05,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"CLADOCERA","Eurycercus","Eurycercus",NA,"not_spec",1.41371669411541,6.11766748221099e-06,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-07-09 17:00:00,2018-07-09,7,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.41371669411541,6.11766748221099e-06,1,1,1,24.27,174,9.67,8.3,14,2.32
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CYCLOPOIDS","Eucyclops","Eucyclops",NA,"not_spec",1.41371669411541,0.000278521150410817,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.41371669411541,2.78521150410817e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CYCLOPOIDS","Microcyclops rubellus","Microcyclops","rubellus","not_spec",1.41371669411541,0.000139260575205408,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Alona","Alona",NA,"not_spec",1.41371669411541,2.78521150410817e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.41371669411541,8.35563451232451e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.41371669411541,0.00050133807073947,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Ceriodaphnia","Ceriodaphnia",NA,"not_spec",1.41371669411541,5.57042300821634e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,8.35563451232451e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Diaphanosoma","Diaphanosoma",NA,"not_spec",1.41371669411541,5.57042300821634e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Sida","Sida",NA,"not_spec",1.41371669411541,0.000250669035369735,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-08-08 15:05:00,2018-08-08,8,"CLADOCERA","Simocephalus","Simocephalus",NA,"not_spec",1.41371669411541,8.35563451232451e-05,3,1,2.23,23.1,345,9.96,8.16,5.33,1.8
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CYCLOPOIDS","Eucyclops","Eucyclops",NA,"not_spec",1.41371669411541,2.02775186754119e-05,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.41371669411541,0.000679296875626297,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.41371669411541,3.04162780131178e-05,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CLADOCERA","Ceriodaphnia","Ceriodaphnia",NA,"not_spec",1.41371669411541,2.02775186754119e-05,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-09-18 16:41:00,2018-09-18,9,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,1.01387593377059e-05,1,1,1.89,21.2,770,10.73,8.38,3.7,1.84
"FC-SAV-1","FC","SAV","1",2018-10-17 14:07:00,2018-10-17,10,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.41371669411541,0.000273939417200596,1,0,0.91,18,595,10.63,8.05,3.05,1.05
"FC-SAV-1","FC","SAV","1",2018-10-17 14:07:00,2018-10-17,10,"CLADOCERA","Picripleuroxus","Picripleuroxus",NA,"not_spec",1.41371669411541,2.28282847667163e-05,1,0,0.91,18,595,10.63,8.05,3.05,1.05
"FC-SAV-1","FC","SAV","1",2018-10-17 14:07:00,2018-10-17,10,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.41371669411541,2.28282847667163e-05,1,0,0.91,18,595,10.63,8.05,3.05,1.05
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CYCLOPOIDS","Eucyclops pectinifer","Eucyclops","pectinifer","not_spec",1.34303085940964,8.87773861601215e-06,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CYCLOPOIDS","Limnoithona tetraspina","Limnoithona","tetraspina","not_spec",1.34303085940964,5.32664316960729e-05,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CYCLOPOIDS","Macrocyclops albidus","Macrocyclops","albidus","not_spec",1.34303085940964,8.87773861601215e-06,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.34303085940964,8.87773861601215e-06,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CLADOCERA","Bosmina","Bosmina",NA,"not_spec",1.34303085940964,2.66332158480365e-05,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.34303085940964,7.98996475441094e-05,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"CLADOCERA","Daphnia","Daphnia",NA,"not_spec",1.34303085940964,8.87773861601215e-06,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-1","FC","SAV","1",2018-12-18 13:30:00,2018-12-18,12,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.34303085940964,5.32664316960729e-05,1,1,1.53,11.9,730,9.88,7.6,4.23,0.81
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CYCLOPOIDS","Eucyclops","Eucyclops",NA,"not_spec",1.34303085940964,0.00107220172188224,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CYCLOPOIDS","Microcyclops rubellus","Microcyclops","rubellus","not_spec",1.34303085940964,5.36100860941121e-05,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Alona","Alona",NA,"not_spec",1.34303085940964,0.000107220172188224,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.34303085940964,0.000428880688752897,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Camptocercus","Camptocercus",NA,"not_spec",1.34303085940964,0.000643321033129345,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.34303085940964,0.000911371463599906,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Eurycercus","Eurycercus",NA,"not_spec",1.34303085940964,0.00101859163578813,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Pleuroxus","Pleuroxus",NA,"not_spec",1.34303085940964,0.000643321033129345,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Scaphloberis","Scaphloberis",NA,"not_spec",1.34303085940964,5.36100860941121e-05,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Sida","Sida",NA,"not_spec",1.34303085940964,0.000428880688752897,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"CLADOCERA","Simocephalus","Simocephalus",NA,"not_spec",1.34303085940964,5.36100860941121e-05,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-05-07 12:45:00,2018-05-07,5,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.34303085940964,5.36100860941121e-05,1,2,0.91,19,206,10.68,7.97,12.08,1.35
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CYCLOPOIDS","Eucyclops","Eucyclops",NA,"not_spec",1.41371669411541,0.00178960891565553,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CYCLOPOIDS","Macrocyclops albidus","Macrocyclops","albidus","not_spec",1.41371669411541,5.42305732016829e-05,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CYCLOPOIDS","Microcyclops rubellus","Microcyclops","rubellus","not_spec",1.41371669411541,0.000542305732016829,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CLADOCERA","Alonella","Alonella",NA,"not_spec",1.41371669411541,0.000488075158815146,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CLADOCERA","Camptocercus","Camptocercus",NA,"not_spec",1.41371669411541,0.00140999490324375,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CLADOCERA","Chydorus","Chydorus",NA,"not_spec",1.41371669411541,0.000596536305218511,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CLADOCERA","Picripleuroxus","Picripleuroxus",NA,"not_spec",1.41371669411541,0.000162691719605049,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"CLADOCERA","Simocephalus","Simocephalus",NA,"not_spec",1.41371669411541,0.000108461146403366,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
"FC-SAV-2","FC","SAV","2",2018-06-05 12:40:00,2018-06-05,6,"HARPACTICOIDS","Harpacticoids","Harpacticoids",NA,"not_spec",1.41371669411541,0.000108461146403366,1,1,0.46,21.8,182,9.94,7.89,7.2,1.45
